メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
ご飯のおかわりが止まらない！「甘辛ごまチキン」#shorts #food #recipe #簡単料理 #簡単レシピ #料理 #レシピ,youtube,oDee3Kv78-8,https://www.youtube.com/watch?v=oDee3Kv78-8,oDee3Kv78-8,https://www.youtube.com/watch?v=oDee3Kv78-8,低空飛行キッチン,normal,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/oDee3Kv78-8/maxresdefault.jpg,6.0,5.3,ややがっつり
ご飯がすすみまくるぞ！「鶏むね肉の甘酢マヨチキン」#shorts #food #recipe #簡単料理 #簡単レシピ #料理 #レシピ,youtube,QYbWnB1xD_4,https://www.youtube.com/watch?v=QYbWnB1xD_4,QYbWnB1xD_4,https://www.youtube.com/watch?v=QYbWnB1xD_4,低空飛行キッチン,normal,鶏肉、白身魚、ネギ、にんにく、マヨネーズ,rich,4,YouTube Data API収集,"chicken,whitefish,green_onion,garlic,mayonnaise",鶏肉;魚介;葉物野菜;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/QYbWnB1xD_4/maxresdefault.jpg,6.36,6.72,がっつり
洗い物も少ないし/生焼けの心配もない/いいとこ尽くしの【食べたらハンバーグ丼】詳しいレシピは概要欄を見てね♪#晩ごはん #丼ぶり #ハンバーグ#ひき肉 #簡単レシピ #レシピ動画 #料理動画,youtube,-LnlkzhU5xE,https://www.youtube.com/watch?v=-LnlkzhU5xE,-LnlkzhU5xE,https://www.youtube.com/watch?v=-LnlkzhU5xE,デリッシュキッチン,easy,挽肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ,semi-light,2,YouTube Data API収集,"minced_meat,whitefish,egg,rice,green_onion,onion",肉類;魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/-LnlkzhU5xE/maxresdefault.jpg,5.55,4.93,ややあっさり
夫がまた作ってと言った『ジャーマンポテト』 #簡単レシピ,youtube,tGm-3KMBTkY,https://www.youtube.com/watch?v=tGm-3KMBTkY,tGm-3KMBTkY,https://www.youtube.com/watch?v=tGm-3KMBTkY,さな〻旦那胃袋つかみメシ🍳,normal,じゃが芋,light,2,YouTube Data API収集,potato,根菜,warm,3,2,true,true,https://i.ytimg.com/vi/tGm-3KMBTkY/maxresdefault.jpg,3.0,3.5,あっさり
味がしみしみ！いくらでも食べられる 【こんにゃく串】 詳しいレシピは概要欄をチェック！ #料理 #おつまみ #簡単レシピ #こんにゃく #おうちごはん,youtube,NzGN6hcD2Ow,https://www.youtube.com/watch?v=NzGN6hcD2Ow,NzGN6hcD2Ow,https://www.youtube.com/watch?v=NzGN6hcD2Ow,デリッシュキッチン,easy,こんにゃく,light,2,YouTube Data API収集,konnyaku,根菜,warm,3,2,false,true,https://i.ytimg.com/vi/NzGN6hcD2Ow/maxresdefault.jpg,3.0,3.4,あっさり
【なすで巻くだけで白米10杯おかわりしちゃう】暑い日にこそ食べたい絶品おかずレシピ / Pork & Eggplant Rolls #shorts,youtube,_SPj1rYrRrc,https://www.youtube.com/watch?v=_SPj1rYrRrc,_SPj1rYrRrc,https://www.youtube.com/watch?v=_SPj1rYrRrc,Tasty Japan,normal,豚肉、白身魚、ご飯・米、なす,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,eggplant",肉類;魚介;米;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/_SPj1rYrRrc/maxresdefault.jpg,5.72,5.13,ややあっさり
忙しい日でも簡単に作れる最強に美味しい照り照り目玉焼き,youtube,L5pe410Yx5c,https://www.youtube.com/watch?v=L5pe410Yx5c,L5pe410Yx5c,https://www.youtube.com/watch?v=L5pe410Yx5c,ハマごはん【お手軽レシピ】,normal,ベーコン、白身魚、卵,rich,4,YouTube Data API収集,"bacon,whitefish,egg",肉類;魚介;卵,warm,3,2,false,true,https://i.ytimg.com/vi/L5pe410Yx5c/maxresdefault.jpg,6.37,6.72,がっつり
【卵液不要】10分でチーズ溢れる豚しそカツ| 包丁も使いません。,youtube,LSbSjMdWCOc,https://www.youtube.com/watch?v=LSbSjMdWCOc,LSbSjMdWCOc,https://www.youtube.com/watch?v=LSbSjMdWCOc,簡単レシピ🤍東京OLむむちゃん,easy,豚肉、鶏肉、卵、チーズ、マヨネーズ,rich,5,YouTube Data API収集,"pork,chicken,egg,cheese,mayonnaise",肉類;鶏肉;卵;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/LSbSjMdWCOc/maxresdefault.jpg,8.07,8.24,がっつり
罪悪感ゼロなのにやみつき！のり塩ささみ #簡単レシピ #cooking #料理,youtube,w8huiYRwxkM,https://www.youtube.com/watch?v=w8huiYRwxkM,w8huiYRwxkM,https://www.youtube.com/watch?v=w8huiYRwxkM,あも | 元給食の先生のおうちごはん,normal,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/w8huiYRwxkM/maxresdefault.jpg,6.0,5.3,ややがっつり
【インスタで1000万再生突破！蒸しキャベツと野菜のうまだれ】 #簡単レシピ#キャベツ #ヘルシーレシピ #レシピ,youtube,QzsXY_PZrvQ,https://www.youtube.com/watch?v=QzsXY_PZrvQ,QzsXY_PZrvQ,https://www.youtube.com/watch?v=QzsXY_PZrvQ,DOKIN,normal,キャベツ,light,1,YouTube Data API収集,cabbage,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/QzsXY_PZrvQ/maxresdefault.jpg,1.0,1.7,あっさり
#肉豆腐 #japanesefood #簡単レシピ #簡単料理 #自炊 #おうちごはん #cooking #豆腐,youtube,50_nURL62nM,https://www.youtube.com/watch?v=50_nURL62nM,50_nURL62nM,https://www.youtube.com/watch?v=50_nURL62nM,うんうん,normal,豆腐,light,2,YouTube Data API収集,tofu,豆腐・大豆系,warm,3,2,false,true,https://i.ytimg.com/vi/50_nURL62nM/maxresdefault.jpg,3.0,3.5,あっさり
【肉じゃが】じゃがいもの定番料理！味付けが決まる黄金比とは,youtube,wWQ148BjCO8,https://www.youtube.com/watch?v=wWQ148BjCO8,wWQ148BjCO8,https://www.youtube.com/watch?v=wWQ148BjCO8,オリーブオイルをひとまわし / オリひと,normal,じゃが芋,light,2,YouTube Data API収集,potato,根菜,warm,3,2,true,true,https://i.ytimg.com/vi/wWQ148BjCO8/maxresdefault.jpg,3.0,3.5,あっさり
塩だれキャベツは火を通せ！#簡単レシピ #キャベツ #ガンガンの料理塾,youtube,bkW5Ia1bkxY,https://www.youtube.com/watch?v=bkW5Ia1bkxY,bkW5Ia1bkxY,https://www.youtube.com/watch?v=bkW5Ia1bkxY,ガンガンの料理塾,normal,キャベツ、ネギ、玉ねぎ,light,2,YouTube Data API収集,"cabbage,green_onion,onion",葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/bkW5Ia1bkxY/maxresdefault.jpg,2.3,3.08,あっさり
【５分も要らない】シンプルが至高✨卵チャーハン #簡単レシピ #時短レシピ,youtube,iuDCG6Gtkg0,https://www.youtube.com/watch?v=iuDCG6Gtkg0,iuDCG6Gtkg0,https://www.youtube.com/watch?v=iuDCG6Gtkg0,ぽっけ夫婦⌇家族が喜ぶ10分ごはん,easy,白身魚、卵、ご飯・米,semi-rich,3,YouTube Data API収集,"whitefish,egg,rice",魚介;卵;米,warm,3,2,false,true,https://i.ytimg.com/vi/iuDCG6Gtkg0/maxresdefault.jpg,5.3,5.48,ややがっつり
絶対にこれ以上しっとりパラパラになる炒飯レシピはない！具は卵だけ,youtube,B5MUImbN_uQ,https://www.youtube.com/watch?v=B5MUImbN_uQ,B5MUImbN_uQ,https://www.youtube.com/watch?v=B5MUImbN_uQ,だれウマ【料理研究家】,normal,卵、ご飯・米,semi-rich,2,YouTube Data API収集,"egg,rice",卵;米,warm,3,2,false,true,https://i.ytimg.com/vi/B5MUImbN_uQ/maxresdefault.jpg,5.65,5.39,ややがっつり
【簡単料理】 驚くほど旨い！ナスのチーズ焼き！おつまみにも！,youtube,cmsDyH0HVa8,https://www.youtube.com/watch?v=cmsDyH0HVa8,cmsDyH0HVa8,https://www.youtube.com/watch?v=cmsDyH0HVa8,マミケン簡単クッキングチャンネル,easy,白身魚、きゅうり、なす、昆布、チーズ,semi-rich,4,YouTube Data API収集,"whitefish,cucumber,eggplant,kombu,cheese",魚介;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/cmsDyH0HVa8/maxresdefault.jpg,6.5,6.7,ややがっつり
超簡単【無限大葉なす】レンジでチンして和えるだけ！暑い夏にもってこい！食欲増進！なす大量消費・常備野菜,youtube,nMEzehxzBWU,https://www.youtube.com/watch?v=nMEzehxzBWU,nMEzehxzBWU,https://www.youtube.com/watch?v=nMEzehxzBWU,夫手取り17万円の節約ごはん,easy,なす、ショウガ,light,1,YouTube Data API収集,"eggplant,ginger",葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/nMEzehxzBWU/maxresdefault.jpg,2.3,2.48,あっさり
#ハッシュドポテト#ポテト#簡単レシピ#レシピ#簡単美味しい#料理#レシピ#おうちごはん,youtube,DL6e_7nV0HA,https://www.youtube.com/watch?v=DL6e_7nV0HA,DL6e_7nV0HA,https://www.youtube.com/watch?v=DL6e_7nV0HA,まゆみの愛情キッチン,normal,じゃが芋,light,2,YouTube Data API収集,potato,根菜,warm,3,2,true,true,https://i.ytimg.com/vi/DL6e_7nV0HA/maxresdefault.jpg,3.0,3.5,あっさり
こんなにウマイきゅうりを知ってるかい？！#主婦 #料理 #料理動画 #ままごとキッチン #簡単レシピ #まいにちごはん #おつまみ,youtube,EUTkzk4UOPY,https://www.youtube.com/watch?v=EUTkzk4UOPY,EUTkzk4UOPY,https://www.youtube.com/watch?v=EUTkzk4UOPY,いそじま夫婦のお酒と料理チャンネル,normal,きゅうり,light,2,YouTube Data API収集,cucumber,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/EUTkzk4UOPY/maxresdefault.jpg,1.0,2.3,あっさり
玉ねぎのツナ炒め簡単で旨い！ #shorts #料理#料理動画,youtube,_FEQDUBGGZE,https://www.youtube.com/watch?v=_FEQDUBGGZE,_FEQDUBGGZE,https://www.youtube.com/watch?v=_FEQDUBGGZE,シングルマザーおかん料理『毎日節約レシピ』,normal,白身魚、ツナ、卵、ネギ、玉ねぎ、大根、ごぼう,light,3,YouTube Data API収集,"whitefish,canned_tuna,egg,green_onion,onion,daikon,burdock",魚介;卵;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/_FEQDUBGGZE/maxresdefault.jpg,3.77,4.56,あっさり
また作ってって懇願される。ハマりすぎてきゅうりこのためだけに大量購入した🥒#簡単レシピ #時短節約 #料理 #きゅうり #きゅうりレシピ #shorts #youtubeshorts,youtube,bIirGpVJiuQ,https://www.youtube.com/watch?v=bIirGpVJiuQ,bIirGpVJiuQ,https://www.youtube.com/watch?v=bIirGpVJiuQ,yuchi,normal,きゅうり,light,2,YouTube Data API収集,cucumber,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/bIirGpVJiuQ/maxresdefault.jpg,1.0,2.3,あっさり
なすを買ったら…。 レシピ・栄養価詳細は①【…】をタップ ②【説明】をタップで見られます。,youtube,kRD6pqwvSh4,https://www.youtube.com/watch?v=kRD6pqwvSh4,kRD6pqwvSh4,https://www.youtube.com/watch?v=kRD6pqwvSh4,さくらい ゆか【管理栄養士】,normal,白身魚、なす、ショウガ,light,2,YouTube Data API収集,"whitefish,eggplant,ginger",魚介;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/kRD6pqwvSh4/maxresdefault.jpg,3.07,3.54,あっさり
フライパンでそのまま出せてあと片付けも楽ちん！【豚バラとキャベツのフライパン蒸し】 詳しいレシピは概要欄でチェック！ #キャベツ #豚バラ#ワンパン#晩ごはん#簡単レシピ#レシピ動画 #料理動画,youtube,UP2qvbhbuuU,https://www.youtube.com/watch?v=UP2qvbhbuuU,UP2qvbhbuuU,https://www.youtube.com/watch?v=UP2qvbhbuuU,デリッシュキッチン,easy,豚肉、キャベツ、ネギ,rich,5,YouTube Data API収集,"pork,cabbage,green_onion",肉類;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/UP2qvbhbuuU/maxresdefault.jpg,5.55,6.73,がっつり
助けてください！箸が止まりません「ジューシー豚こま(夢中豚こま)」詳しいレシピは概要欄を見てね♪#やみつき#豚肉 #豚肉レシピ #晩ごはん #おかず #簡単レシピ #レシピ動画 #料理動画 #料理動画,youtube,m3tPDTtK8mg,https://www.youtube.com/watch?v=m3tPDTtK8mg,m3tPDTtK8mg,https://www.youtube.com/watch?v=m3tPDTtK8mg,デリッシュキッチン,easy,豚肉、ネギ、玉ねぎ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"pork,green_onion,onion,ginger,garlic",肉類;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/m3tPDTtK8mg/maxresdefault.jpg,5.2,4.72,ややあっさり
レンジで簡単！豚バラ白菜のウマいヤツ,youtube,Tl_ebKQEuVA,https://www.youtube.com/watch?v=Tl_ebKQEuVA,Tl_ebKQEuVA,https://www.youtube.com/watch?v=Tl_ebKQEuVA,まるみキッチン【簡単レシピ】,easy,豚肉、白身魚、napa_cabbage、ネギ,semi-light,2,YouTube Data API収集,"pork,whitefish,napa_cabbage,green_onion",肉類;魚介;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/Tl_ebKQEuVA/maxresdefault.jpg,5.43,4.86,ややあっさり
【悪魔のガーリックバターソーセージ丼】,youtube,INalXp785IY,https://www.youtube.com/watch?v=INalXp785IY,INalXp785IY,https://www.youtube.com/watch?v=INalXp785IY,まるみキッチン【簡単レシピ】,easy,白身魚、卵、ご飯・米、にんにく、バター,rich,4,YouTube Data API収集,"whitefish,egg,rice,garlic,butter",魚介;卵;米;根菜;チーズ・バター・マヨ系,warm,1,1,false,true,https://i.ytimg.com/vi/INalXp785IY/maxresdefault.jpg,6.92,6.95,がっつり
【爆速！レンジで5分なすの煮浸し】詳細はコメント欄へ #おすすめ #簡単レシピ #時短,youtube,MlpOJswBRsk,https://www.youtube.com/watch?v=MlpOJswBRsk,MlpOJswBRsk,https://www.youtube.com/watch?v=MlpOJswBRsk,まいのごはん。,easy,なす,light,1,YouTube Data API収集,eggplant,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/MlpOJswBRsk/maxresdefault.jpg,1.0,1.7,あっさり
ごはんが一瞬で無くなるくらいうまい【鶏もも肉の旨だれジュワ焼き】詳しいレシピは概要欄を見てね♪ #晩ごはん #おかず #鶏もも肉 #鶏肉 #鶏肉レシピ #簡単レシピ #レシピ動画 #夢中鶏もも肉,youtube,hF3F9oDX5BY,https://www.youtube.com/watch?v=hF3F9oDX5BY,hF3F9oDX5BY,https://www.youtube.com/watch?v=hF3F9oDX5BY,デリッシュキッチン,easy,鶏肉、白身魚、ネギ、にんにく,semi-light,3,YouTube Data API収集,"chicken,whitefish,green_onion,garlic",鶏肉;魚介;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/hF3F9oDX5BY/maxresdefault.jpg,4.25,4.75,ややあっさり
【鶏むね肉しっとり!!甘酢みぞれ】無口の料理人夫が唸った #おすすめ #料理 #晩御飯,youtube,rTDS3NE9e7E,https://www.youtube.com/watch?v=rTDS3NE9e7E,rTDS3NE9e7E,https://www.youtube.com/watch?v=rTDS3NE9e7E,まいのごはん。,easy,鶏肉、白身魚、ビーフン・フォー、ネギ、大根,light,2,YouTube Data API収集,"chicken,whitefish,rice_noodles,green_onion,daikon",鶏肉;魚介;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/rTDS3NE9e7E/maxresdefault.jpg,4.6,4.46,あっさり
パパッと美味しい！てりやきチキンの作り方 ｜ How to make Teriyaki Chicken,youtube,CmHtn8rBk3Y,https://www.youtube.com/watch?v=CmHtn8rBk3Y,CmHtn8rBk3Y,https://www.youtube.com/watch?v=CmHtn8rBk3Y,デリッシュキッチン,easy,豚肉、鶏肉、サケ、白身魚、キャベツ、ほうれん草、こんにゃく、チーズ、バター、マヨネーズ,rich,4,YouTube Data API収集,"pork,chicken,salmon,whitefish,cabbage,spinach,konnyaku,cheese,butter,mayonnaise",肉類;鶏肉;魚介;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/CmHtn8rBk3Y/maxresdefault.jpg,6.73,6.84,がっつり
材料２つで激ウマレシピ【豚じゃが炒め】#shorts #簡単レシピ #じゃがいも,youtube,VyRjh3CAuV4,https://www.youtube.com/watch?v=VyRjh3CAuV4,VyRjh3CAuV4,https://www.youtube.com/watch?v=VyRjh3CAuV4,パパっとdish,normal,じゃが芋,light,3,YouTube Data API収集,potato,根菜,warm,3,2,true,true,https://i.ytimg.com/vi/VyRjh3CAuV4/maxresdefault.jpg,3.0,4.1,あっさり
何回作ってもすぐ消える「無限きゅうり」詳しいレシピは概要欄をチェック！ #きゅうり #きゅうり レシピ #副菜,youtube,H8PgbP17qYQ,https://www.youtube.com/watch?v=H8PgbP17qYQ,H8PgbP17qYQ,https://www.youtube.com/watch?v=H8PgbP17qYQ,デリッシュキッチン,easy,きゅうり,light,2,YouTube Data API収集,cucumber,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/H8PgbP17qYQ/maxresdefault.jpg,1.0,2.2,あっさり
【子供が大喜び】ポップコーンチキン！簡単すぎてリピ確定✨ #簡単レシピ #時短レシピ,youtube,gr556NVfy1Y,https://www.youtube.com/watch?v=gr556NVfy1Y,gr556NVfy1Y,https://www.youtube.com/watch?v=gr556NVfy1Y,ぽっけ夫婦⌇家族が喜ぶ10分ごはん,easy,鶏肉、コーン缶、マヨネーズ,rich,4,YouTube Data API収集,"chicken,corn,mayonnaise",鶏肉;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/gr556NVfy1Y/maxresdefault.jpg,7.43,7.36,がっつり
オムレツ修行98回目【朝ご飯】#料理男子 #卵料理 #オムレツ #簡単レシピ #オムライス #料理 #練習,youtube,E0VI6dnG_zs,https://www.youtube.com/watch?v=E0VI6dnG_zs,E0VI6dnG_zs,https://www.youtube.com/watch?v=E0VI6dnG_zs,TAKATAKE 髙田家,normal,卵、ご飯・米,semi-light,2,YouTube Data API収集,"egg,rice",卵;米,warm,3,2,false,true,https://i.ytimg.com/vi/E0VI6dnG_zs/maxresdefault.jpg,5.65,5.09,ややあっさり
【旨い・安い・簡単】キャベたま焼き #ワンパンレシピ #料理動画 #cooking #shorts #簡単レシピ #卵レシピ #キャベツレシピ,youtube,UZNWfksoKhg,https://www.youtube.com/watch?v=UZNWfksoKhg,UZNWfksoKhg,https://www.youtube.com/watch?v=UZNWfksoKhg,ラクうま料理ちゃんねる,easy,ハム、白身魚、卵、キャベツ、ネギ、チーズ、マヨネーズ,rich,4,YouTube Data API収集,"ham,whitefish,egg,cabbage,green_onion,cheese,mayonnaise",肉類;魚介;卵;葉物野菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/UZNWfksoKhg/maxresdefault.jpg,6.92,7.05,がっつり
10分煮てあとはほったらかすだけで激うまチャーシューが作れます【豚バラ肉のくるくる一口チャーシュー】詳しいレシピはアプリで料理名を検索♪ #豚バラ #チャーシュー #簡単レシピ,youtube,u6qZi0N1NwQ,https://www.youtube.com/watch?v=u6qZi0N1NwQ,u6qZi0N1NwQ,https://www.youtube.com/watch?v=u6qZi0N1NwQ,デリッシュキッチン,easy,豚肉、白身魚、卵、ネギ、にんにく,light,1,YouTube Data API収集,"pork,whitefish,egg,green_onion,garlic",肉類;魚介;卵;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/u6qZi0N1NwQ/maxresdefault.jpg,5.34,4.2,あっさり
やる気1%でワンパン和風パスタ,youtube,pGDE3cs_vAM,https://www.youtube.com/watch?v=pGDE3cs_vAM,pGDE3cs_vAM,https://www.youtube.com/watch?v=pGDE3cs_vAM,まるみキッチン【簡単レシピ】,normal,白身魚、ツナ、卵、パスタ、ネギ、にんにく、マヨネーズ,semi-rich,4,YouTube Data API収集,"whitefish,canned_tuna,egg,pasta,green_onion,garlic,mayonnaise",魚介;卵;麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/pGDE3cs_vAM/maxresdefault.jpg,6.38,6.63,ややがっつり
【忙しい朝に】10分フレンチトースト #ガンガンの料理塾 #簡単レシピ #フレンチトースト,youtube,QpkjHtYJ-WA,https://www.youtube.com/watch?v=QpkjHtYJ-WA,QpkjHtYJ-WA,https://www.youtube.com/watch?v=QpkjHtYJ-WA,ガンガンの料理塾,easy,卵、ビーフン・フォー、バター、牛乳、パン,rich,4,YouTube Data API収集,"egg,rice_noodles,butter,milk,bread",卵;麺;チーズ・バター・マヨ系;米,warm,3,2,false,true,https://i.ytimg.com/vi/QpkjHtYJ-WA/maxresdefault.jpg,7.72,7.53,がっつり
ナスの煮浸しの作り方｜揚げずに簡単ヘルシー！#ナスレシピ #煮浸し 煮浸し #簡単レシピ #料理研究家ゆかり #shorts,youtube,oFhj0v9ORAU,https://www.youtube.com/watch?v=oFhj0v9ORAU,oFhj0v9ORAU,https://www.youtube.com/watch?v=oFhj0v9ORAU,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,normal,ネギ、なす、ショウガ,semi-light,5,YouTube Data API収集,"green_onion,eggplant,ginger",葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/oFhj0v9ORAU/maxresdefault.jpg,2.3,4.78,ややあっさり
【ネットで話題！レンジで作る簡単プリン】卵・牛乳・きび砂糖これ全部体の潤いアップ #簡単レシピ #薬膳レシピ #プリン#レンチンレシピ #簡単スイーツ #簡単料理,youtube,Vk2v0gO-P5c,https://www.youtube.com/watch?v=Vk2v0gO-P5c,Vk2v0gO-P5c,https://www.youtube.com/watch?v=Vk2v0gO-P5c,体が喜ぶ簡単料理チャンネル,easy,白身魚、卵、牛乳,semi-rich,2,YouTube Data API収集,"whitefish,egg,milk",魚介;卵;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/Vk2v0gO-P5c/maxresdefault.jpg,7.43,6.06,ややがっつり
なすの簡単レシピ！食材1つ！美味しすぎて永久保存版にしたい「なすの甘酢炒めのレシピ」 #pr #affliatelink #shorts,youtube,MN5DEKDtqyc,https://www.youtube.com/watch?v=MN5DEKDtqyc,MN5DEKDtqyc,https://www.youtube.com/watch?v=MN5DEKDtqyc,料理家 川久景子【旬を楽しむ和ごはん】,normal,白身魚、なす,light,3,YouTube Data API収集,"whitefish,eggplant",魚介;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/MN5DEKDtqyc/maxresdefault.jpg,2.95,4.07,あっさり
【鰻を超えた！なすの蒲焼き風】とろうま♡メイン級のおいしさ※詳細はコメント欄へ #簡単レシピ #おすすめ #料理,youtube,amS-q9jG7Dw,https://www.youtube.com/watch?v=amS-q9jG7Dw,amS-q9jG7Dw,https://www.youtube.com/watch?v=amS-q9jG7Dw,まいのごはん。,normal,なす,light,3,YouTube Data API収集,eggplant,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/amS-q9jG7Dw/maxresdefault.jpg,1.0,2.9,あっさり
50円の豆腐で作ったヘルシーでお財布にやさしいテリマヨ豆腐ステーキ,youtube,_JYNaqzpwq4,https://www.youtube.com/watch?v=_JYNaqzpwq4,_JYNaqzpwq4,https://www.youtube.com/watch?v=_JYNaqzpwq4,ハマごはん【お手軽レシピ】,easy,白身魚、豆腐、ネギ、マヨネーズ,semi-rich,4,YouTube Data API収集,"whitefish,tofu,green_onion,mayonnaise",魚介;豆腐・大豆系;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/_JYNaqzpwq4/maxresdefault.jpg,6.15,6.59,ややがっつり
基本のオムライスの作り方｜おうちで簡単プロの味！昔ながらの洋食屋さんのオムライス！#オムライス #卵料理 #shorts,youtube,AO5FQXhyjoA,https://www.youtube.com/watch?v=AO5FQXhyjoA,AO5FQXhyjoA,https://www.youtube.com/watch?v=AO5FQXhyjoA,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,normal,鶏肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ、しめじ、バター、マヨネーズ,semi-rich,4,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion,onion,shimeji,butter,mayonnaise",鶏肉;魚介;卵;米;葉物野菜;根菜;きのこ;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/AO5FQXhyjoA/maxresdefault.jpg,6.24,6.54,ややがっつり
【2ヶ月で6キロ痩せた】食べ痩せ豆腐グラタン #ダイエットレシピ #簡単レシピ,youtube,GBbapHXLcZc,https://www.youtube.com/watch?v=GBbapHXLcZc,GBbapHXLcZc,https://www.youtube.com/watch?v=GBbapHXLcZc,うちこ【ダイエットレシピ】,easy,えび、豆腐、卵、チーズ,rich,4,YouTube Data API収集,"shrimp,tofu,egg,cheese",魚介;豆腐・大豆系;卵;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/GBbapHXLcZc/maxresdefault.jpg,6.85,6.81,がっつり
【TKG】卵かけご飯#暮らしのアイデア#ライフハック#卵#簡単料理,youtube,qh_hQeMtU54,https://www.youtube.com/watch?v=qh_hQeMtU54,qh_hQeMtU54,https://www.youtube.com/watch?v=qh_hQeMtU54,あいこ⌇ラクラク家事の裏ワザ集,normal,卵,semi-light,2,YouTube Data API収集,egg,卵,warm,3,2,false,true,https://i.ytimg.com/vi/qh_hQeMtU54/maxresdefault.jpg,5.0,4.7,ややあっさり
5分で出来る！レンジで簡単おやつ✨パスタスナック🍝 #パスタスナック #おやつ #パスタレシピ #簡単おやつ #簡単おつまみ #おつまみレシピ #おつまみ,youtube,atQZ_XkZghc,https://www.youtube.com/watch?v=atQZ_XkZghc,atQZ_XkZghc,https://www.youtube.com/watch?v=atQZ_XkZghc,コタキッチンKotaKitchen,easy,パスタ、チーズ、カレールゥ,rich,4,YouTube Data API収集,"pasta,cheese,curry_roux",麺;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/atQZ_XkZghc/maxresdefault.jpg,8.6,8.06,がっつり
これは絶対外せない！卵ともやしだけすげぇうまい！簡単節約おつまみおかず主菜副菜レシピ,youtube,6EId9n0ImYc,https://www.youtube.com/watch?v=6EId9n0ImYc,6EId9n0ImYc,https://www.youtube.com/watch?v=6EId9n0ImYc,ちゃらりんこクック,normal,鶏肉、豆腐、卵、キャベツ、napa_cabbage、ほうれん草、小松菜、ネギ、もやし、なす、ピーマン、ブロッコリー、玉ねぎ、大根、かぼちゃ,light,2,YouTube Data API収集,"chicken,tofu,egg,cabbage,napa_cabbage,spinach,komatsuna,green_onion,bean_sprouts,eggplant,bell_pepper,broccoli,onion,daikon,pumpkin",鶏肉;豆腐・大豆系;卵;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/6EId9n0ImYc/maxresdefault.jpg,4.32,4.29,あっさり
